,CUSTOMERID,GENERO,IDOSO,CASADO,DEPENDENTES,TEMPO_COMO_CLIENTE,SERVICO_TELEFONE,SERVICO_INTERNET,SERVICO_SEGURANCA,SUPORTE_TECNICO,STREAMINGTV,TIPO_CONTRATO,METODO_PAGAMENTO,PAGAMENTO_MENSAL,TOTAL_PAGO,CHURN
1329,3910-MRQOY,FEMININO,0,SIM,NAO,72,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,19.4,1496.45,0
1330,0661-WCQNQ,MASCULINO,0,SIM,NAO,22,SIM,DSL,SIM,SIM,NAO,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,56.25,1292.2,0
1331,7537-RBWEA,FEMININO,0,NAO,NAO,1,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,25.15,25.15,0
1332,4656-CAURT,MASCULINO,0,NAO,NAO,69,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,23.95,1713.1,0
1333,0121-SNYRK,MASCULINO,0,NAO,NAO,50,SIM,DSL,SIM,SIM,NAO,UM ANO,ENVIO POR CORREIO,35.4,1748.9,0
1334,1768-ZAIFU,FEMININO,1,NAO,NAO,1,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,25.2,25.2,1
1335,4671-LXRDQ,MASCULINO,0,NAO,NAO,2,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,45.0,96.45,1
1336,3733-LSYCE,FEMININO,0,SIM,NAO,15,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,75.35,1114.55,0
1337,6265-FRMTQ,MASCULINO,0,NAO,NAO,31,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,20.4,609.1,0
1338,1934-SJVJK,MASCULINO,0,NAO,NAO,1,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,20.15,20.15,1
1339,3838-OZURD,MASCULINO,0,SIM,NAO,66,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,105.0,7133.25,1
1340,1371-DWPAZ,FEMININO,0,SIM,SIM,0,SIM,DSL,SIM,SIM,SIM,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,56.05,56.05,0
1341,9269-CQOOL,MASCULINO,0,NAO,SIM,3,SIM,DSL,NAO,NAO,SIM,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,54.7,169.45,1
1342,2017-CCBLH,FEMININO,0,NAO,NAO,8,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,ENVIO POR CORREIO,20.0,141.6,0
1343,7690-KPNCU,MASCULINO,0,SIM,SIM,64,SIM,DSL,SIM,NAO,SIM,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,73.05,4688.65,0
1344,0536-BGFMZ,FEMININO,0,SIM,NAO,28,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,20.5,563.05,0
1345,2293-IJWPS,FEMININO,0,SIM,NAO,57,SIM,FIBER OPTIC,NAO,NAO,SIM,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,100.75,5985.0,0
1346,2845-HSJCY,FEMININO,0,SIM,SIM,14,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,87.25,1258.6,1
1347,5469-NUJUR,MASCULINO,0,NAO,NAO,19,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,ENVIO POR CORREIO,19.95,373.5,0
1348,1184-PJVDB,MASCULINO,0,SIM,NAO,10,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,79.95,857.2,1
1349,2625-TRCZQ,FEMININO,0,SIM,NAO,51,SIM,DSL,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,49.65,2553.35,0
1350,4102-HLENU,FEMININO,0,SIM,NAO,67,SIM,DSL,SIM,NAO,NAO,DOIS ANOS,ENVIO POR CORREIO,65.65,4322.85,0
1351,7266-GSSJX,MASCULINO,0,SIM,SIM,11,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR E-MAIL,20.45,250.8,0
1352,7722-VJRQD,MASCULINO,0,SIM,SIM,72,SIM,DSL,SIM,SIM,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,60.95,4549.05,0
1353,7073-QETQY,MASCULINO,0,SIM,SIM,66,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,ENVIO POR E-MAIL,20.35,1359.5,0
1354,9415-DPEWS,FEMININO,0,NAO,NAO,18,SIM,FIBER OPTIC,NAO,SIM,SIM,MES-A-MES,ENVIO POR E-MAIL,88.35,1639.3,1
1355,5624-RYAMH,FEMININO,0,NAO,NAO,9,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR E-MAIL,19.5,178.85,0
1356,0196-JTUQI,FEMININO,0,NAO,NAO,9,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,75.2,633.85,0
1357,7130-YXBRO,MASCULINO,0,SIM,NAO,48,SIM,FIBER OPTIC,SIM,NAO,SIM,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,111.45,5315.1,0
1358,9272-LSVYH,MASCULINO,0,NAO,NAO,10,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,70.15,735.5,0
1359,7943-RQCHR,FEMININO,0,NAO,NAO,9,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,94.75,889.9,1
1360,3793-MMFUH,FEMININO,1,NAO,NAO,13,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,95.05,1290.0,1
1361,3249-ZPQRG,MASCULINO,0,NAO,NAO,4,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,78.45,330.05,1
1362,2568-BRGYX,MASCULINO,0,NAO,NAO,4,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,70.2,237.95,1
1363,3084-DOWLE,FEMININO,0,SIM,NAO,72,SIM,DSL,SIM,SIM,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,92.0,6474.4,0
1364,1084-MNSMJ,FEMININO,0,SIM,SIM,51,SIM,DSL,SIM,SIM,SIM,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,85.5,4421.95,0
1365,7721-JXEAW,MASCULINO,0,SIM,NAO,59,SIM,DSL,NAO,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,41.05,2452.7,1
1366,7249-WBIYX,MASCULINO,0,SIM,NAO,10,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,85.6,813.85,1
1367,4238-HFHSN,MASCULINO,1,SIM,NAO,61,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,82.15,4904.85,0
1368,6250-CGGUN,MASCULINO,0,NAO,NAO,54,SIM,FIBER OPTIC,SIM,SIM,NAO,UM ANO,ENVIO POR E-MAIL,84.4,4484.05,0
1369,5478-JJVZK,FEMININO,0,NAO,NAO,33,SIM,DSL,SIM,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,60.9,2033.85,0
1370,7596-IIWYC,FEMININO,0,NAO,NAO,27,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,20.25,538.2,0
1371,6567-HOOPW,FEMININO,1,NAO,NAO,1,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,79.2,79.2,1
1372,9793-WECQC,MASCULINO,0,NAO,NAO,23,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR CORREIO,95.3,2192.9,0
1373,4291-HPAXL,MASCULINO,0,NAO,SIM,1,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,19.85,19.85,0
1374,8999-YPYBV,MASCULINO,0,SIM,SIM,45,SIM,DSL,SIM,SIM,SIM,DOIS ANOS,ENVIO POR CORREIO,84.35,3858.05,0
1375,1839-FBNFR,FEMININO,0,SIM,SIM,39,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,19.85,854.8,0
1376,3164-AALRN,MASCULINO,0,NAO,NAO,5,SIM,DSL,NAO,NAO,SIM,UM ANO,ENVIO POR CORREIO,70.0,347.4,1
1377,3071-MVJCD,MASCULINO,0,SIM,SIM,72,SIM,DSL,SIM,SIM,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,82.3,5815.15,0
1378,1697-BCSHV,FEMININO,0,SIM,SIM,58,SIM,DSL,NAO,NAO,SIM,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,66.8,3970.4,0
1379,0562-KBDVM,FEMININO,0,NAO,NAO,70,SIM,DSL,SIM,SIM,NAO,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,44.6,3058.15,0
1380,1131-SUEKT,MASCULINO,0,SIM,SIM,61,SIM,FIBER OPTIC,NAO,SIM,SIM,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,98.45,6145.2,0
1381,3717-OEAUQ,MASCULINO,0,NAO,NAO,2,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,70.7,129.2,0
1382,4538-WNTMJ,FEMININO,0,SIM,SIM,46,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,ENVIO POR CORREIO,24.95,1165.9,0
1383,3334-CTHOL,FEMININO,0,NAO,NAO,1,SIM,DSL,NAO,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,49.95,49.95,1
1384,4704-ERYFC,FEMININO,0,SIM,NAO,22,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,69.25,1554.0,1
1385,9432-RUVSL,FEMININO,0,NAO,NAO,48,SIM,FIBER OPTIC,SIM,SIM,SIM,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,102.5,4904.25,0
1386,8060-HIWJJ,MASCULINO,0,NAO,NAO,64,SIM,DSL,NAO,SIM,SIM,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,86.55,5632.55,0
1387,7684-XSZIY,MASCULINO,0,SIM,SIM,72,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,24.3,1643.25,0
1388,9089-UOWJG,FEMININO,0,SIM,SIM,12,SIM,DSL,NAO,NAO,SIM,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,58.35,740.55,0
1389,8621-MNIHH,FEMININO,1,SIM,NAO,34,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,94.25,3217.55,1
1390,8039-ACLPL,FEMININO,0,SIM,SIM,72,SIM,DSL,SIM,NAO,NAO,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,68.75,4888.2,0
1391,9885-AIBVB,MASCULINO,0,SIM,NAO,29,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,85.8,2440.25,0
1392,1934-MKPXS,MASCULINO,0,SIM,SIM,33,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,20.1,620.55,0
1393,2592-YKDIF,FEMININO,0,NAO,NAO,1,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,20.35,20.35,0
1394,2272-JKMSI,FEMININO,0,SIM,SIM,62,SIM,FIBER OPTIC,NAO,SIM,SIM,UM ANO,ENVIO POR E-MAIL,110.8,6840.95,0
1395,0471-LVHGK,MASCULINO,0,SIM,NAO,41,SIM,DSL,NAO,NAO,SIM,UM ANO,ENVIO POR E-MAIL,73.0,3001.2,1
1396,9518-RWHZL,FEMININO,0,NAO,NAO,64,SIM,FIBER OPTIC,NAO,NAO,SIM,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,100.05,6254.2,1
1397,8714-CTZJW,FEMININO,0,NAO,NAO,4,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,82.85,319.6,0
1398,3569-EDBPQ,FEMININO,0,NAO,NAO,24,SIM,FIBER OPTIC,SIM,SIM,NAO,MES-A-MES,ENVIO POR E-MAIL,84.35,1938.05,0
1399,3131-NWVFJ,FEMININO,0,SIM,SIM,14,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,ENVIO POR CORREIO,19.55,294.5,0
1400,7521-YXVZY,MASCULINO,0,NAO,SIM,3,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,19.95,58.3,0
1401,5419-CONWX,FEMININO,1,NAO,NAO,4,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,99.8,442.85,1
1402,6240-EURKS,FEMININO,0,NAO,SIM,18,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,35.0,553.0,1
1403,2373-NTKOD,MASCULINO,0,NAO,NAO,8,SIM,DSL,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,66.25,546.45,0
1404,1970-KKFWL,FEMININO,0,NAO,NAO,35,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,23.3,797.1,0
1405,6960-HVYXR,FEMININO,0,NAO,NAO,1,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,76.0,76.0,1
1406,9337-SRRNI,MASCULINO,0,NAO,SIM,66,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,25.3,1673.8,0
1407,0895-UADGO,MASCULINO,0,NAO,SIM,8,SIM,DSL,SIM,SIM,NAO,DOIS ANOS,ENVIO POR CORREIO,44.55,343.45,0
1408,5678-VFNEQ,FEMININO,0,SIM,NAO,71,SIM,FIBER OPTIC,SIM,NAO,SIM,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,104.1,7412.25,0
1409,5977-CKHON,FEMININO,0,SIM,SIM,43,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,92.55,4039.0,0
1410,7024-OHCCK,FEMININO,1,NAO,NAO,2,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,93.85,170.85,1
1411,2692-BUCFV,MASCULINO,1,NAO,NAO,29,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,101.45,2948.6,0
1412,7861-UVUFT,FEMININO,0,SIM,NAO,15,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,84.3,1308.4,1
1413,1830-GGFNM,MASCULINO,0,SIM,SIM,65,SIM,FIBER OPTIC,SIM,SIM,NAO,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,94.55,6078.75,0
1414,5302-BDJNT,MASCULINO,0,NAO,NAO,35,SIM,FIBER OPTIC,NAO,SIM,SIM,MES-A-MES,ENVIO POR E-MAIL,95.5,3418.2,0
1415,5223-UZAVK,MASCULINO,0,NAO,NAO,64,SIM,FIBER OPTIC,SIM,NAO,SIM,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,100.3,6603.8,0
1416,4859-ZSRDZ,FEMININO,0,SIM,SIM,58,SIM,DSL,NAO,SIM,SIM,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,55.5,3166.9,0
1417,5651-WYIPH,FEMININO,1,NAO,NAO,18,SIM,DSL,NAO,NAO,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,49.85,865.75,0
1418,9350-VLHMB,MASCULINO,0,SIM,SIM,67,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,89.55,6373.1,0
1419,3498-LZGQZ,MASCULINO,0,SIM,SIM,63,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,ENVIO POR CORREIO,19.15,1177.05,0
1420,8785-CJSHH,FEMININO,0,SIM,NAO,60,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,99.8,5985.75,0
1421,5357-TZHPP,MASCULINO,1,NAO,NAO,9,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,84.4,732.5,1
1422,3870-SPZSI,FEMININO,0,SIM,SIM,70,SIM,FIBER OPTIC,SIM,SIM,SIM,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,113.05,7869.05,0
1423,0680-DFNNY,MASCULINO,0,SIM,NAO,15,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,101.1,1504.05,1
1424,7560-QRBXH,FEMININO,0,NAO,SIM,48,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,ENVIO POR CORREIO,19.95,936.7,0
1425,7077-XJMET,MASCULINO,0,SIM,NAO,12,SIM,DSL,NAO,SIM,SIM,MES-A-MES,ENVIO POR E-MAIL,74.15,741.4,0
1426,8752-GHJFU,MASCULINO,1,SIM,NAO,71,SIM,FIBER OPTIC,SIM,SIM,NAO,UM ANO,ENVIO POR E-MAIL,92.0,6585.2,0
1427,6896-SRVYQ,MASCULINO,1,NAO,NAO,44,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,73.85,3122.4,0
1428,7767-UXAGJ,MASCULINO,0,NAO,NAO,1,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,50.45,50.45,1
1429,4652-ODEVH,MASCULINO,0,SIM,SIM,45,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,ENVIO POR CORREIO,24.45,1088.25,0
1430,6510-UPNKS,FEMININO,0,NAO,NAO,23,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,24.8,615.35,0
1431,6718-BDGHG,FEMININO,0,SIM,NAO,43,SIM,DSL,NAO,SIM,SIM,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,64.85,2908.2,0
1432,9046-DQMTP,MASCULINO,0,NAO,NAO,35,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,20.75,739.9,0
1433,6439-LAJXL,MASCULINO,0,SIM,NAO,9,SIM,DSL,SIM,SIM,SIM,MES-A-MES,ENVIO POR CORREIO,68.95,593.85,0
1434,1571-SAVHK,MASCULINO,0,NAO,NAO,12,SIM,FIBER OPTIC,NAO,SIM,SIM,MES-A-MES,ENVIO POR CORREIO,99.95,1132.75,1
1435,9052-VKDUW,FEMININO,1,SIM,NAO,65,SIM,FIBER OPTIC,SIM,NAO,SIM,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,109.4,7227.45,0
1436,9546-CQJSU,FEMININO,0,NAO,NAO,2,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,91.4,193.6,1
1437,1666-JZPZT,MASCULINO,0,NAO,NAO,27,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,49.0,1291.35,0
1438,5777-KJIRB,FEMININO,0,NAO,NAO,40,SIM,DSL,NAO,NAO,NAO,UM ANO,ENVIO POR CORREIO,50.25,2023.55,0
1439,0506-LVNGN,FEMININO,1,NAO,NAO,5,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,75.55,349.65,1
1440,7677-SJJJK,MASCULINO,0,SIM,SIM,8,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,19.9,153.95,0
1441,2480-EJWYP,FEMININO,1,SIM,NAO,58,SIM,FIBER OPTIC,NAO,NAO,SIM,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,97.8,5458.8,0
1442,3253-HKOKL,FEMININO,0,SIM,SIM,52,SIM,FIBER OPTIC,SIM,NAO,SIM,UM ANO,ENVIO POR E-MAIL,100.3,5244.45,0
1443,7055-HNEOJ,MASCULINO,0,SIM,NAO,3,SIM,DSL,NAO,SIM,NAO,MES-A-MES,ENVIO POR CORREIO,55.8,154.55,0
1444,5514-YQENT,MASCULINO,0,NAO,SIM,41,SIM,FIBER OPTIC,SIM,SIM,SIM,DOIS ANOS,ENVIO POR E-MAIL,111.15,4507.15,0
1445,3211-AAPKX,MASCULINO,0,NAO,NAO,20,SIM,FIBER OPTIC,NAO,SIM,SIM,MES-A-MES,ENVIO POR CORREIO,98.55,2031.95,0
1446,8445-DNBAE,MASCULINO,0,NAO,SIM,1,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,50.05,50.05,0
1447,2951-QOQTK,MASCULINO,0,NAO,SIM,4,SIM,FIBER OPTIC,NAO,SIM,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,80.8,332.45,1
1448,2958-NHPPS,MASCULINO,0,NAO,NAO,23,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR E-MAIL,20.85,473.9,0
1449,6806-YDEUL,FEMININO,1,NAO,NAO,6,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,19.5,106.8,0
1450,1735-XMJVH,MASCULINO,0,SIM,SIM,8,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,19.35,152.6,0
1451,6890-PFRQX,MASCULINO,0,NAO,NAO,18,SIM,DSL,SIM,NAO,SIM,MES-A-MES,ENVIO POR CORREIO,69.5,1199.4,0
1452,0222-CNVPT,MASCULINO,1,NAO,NAO,52,SIM,DSL,SIM,NAO,SIM,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,48.8,2555.05,0
1453,5899-OUVKV,MASCULINO,0,NAO,NAO,31,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,94.5,2979.2,0
1454,8681-ICONS,MASCULINO,0,SIM,SIM,29,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,20.65,654.85,0
1455,1621-YNCJH,FEMININO,0,SIM,NAO,36,SIM,FIBER OPTIC,SIM,SIM,NAO,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,106.05,3834.4,0
1456,3473-XIIIT,FEMININO,0,SIM,NAO,16,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,100.0,1534.75,1
1457,6362-QHAFM,MASCULINO,0,SIM,NAO,42,SIM,FIBER OPTIC,NAO,SIM,SIM,UM ANO,ENVIO POR E-MAIL,108.3,4586.15,0
1458,7893-IXHRQ,MASCULINO,0,NAO,NAO,1,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR E-MAIL,20.55,20.55,1
1459,3070-BDOQC,FEMININO,0,NAO,NAO,60,SIM,FIBER OPTIC,NAO,NAO,SIM,DOIS ANOS,ENVIO POR E-MAIL,99.65,5941.05,0
1460,2952-QAYZF,MASCULINO,0,NAO,NAO,5,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,85.3,424.15,1
1461,6234-PFPXL,MASCULINO,0,SIM,NAO,22,SIM,FIBER OPTIC,SIM,SIM,SIM,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,95.9,2234.95,0
1462,9824-QCJPK,MASCULINO,0,SIM,NAO,36,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,ENVIO POR CORREIO,20.0,666.75,0
1463,4763-PGDPO,FEMININO,0,NAO,NAO,4,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,70.4,281.0,1
1464,4283-IVYCI,MASCULINO,0,NAO,NAO,9,SIM,DSL,SIM,SIM,NAO,MES-A-MES,ENVIO POR CORREIO,64.95,547.8,0
1465,1866-OBPNR,MASCULINO,0,SIM,SIM,1,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,74.6,74.6,0
1466,8205-MQUGY,MASCULINO,0,SIM,SIM,12,SIM,DSL,SIM,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,49.2,571.15,0
